event-id,visible,timestamp,location-long,location-lat,behavioural-classification,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
58567542,true,2001-07-11 22:15:00.000,-73.86234936517378,42.69076523976381,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567541,true,2001-07-13 18:17:00.000,-73.86228777346012,42.69061504772128,"General","Cat - Cat Interaction","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567540,true,2001-07-20 14:48:00.000,-73.86220353541937,42.690628799711384,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567539,true,2001-07-20 14:50:00.000,-73.86228289138005,42.690614999224955,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567538,true,2001-07-20 15:01:00.000,-73.86237948895504,42.69074005360462,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567537,true,2001-07-20 15:05:00.000,-73.86252956900475,42.69065031917576,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567536,true,2001-07-20 15:47:00.000,-73.86229284333152,42.69061149590971,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567535,true,2001-07-25 13:35:00.000,-73.86228783919971,42.69061144620119,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567534,true,2001-07-25 14:15:00.000,-73.86230133259274,42.69068812641543,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567533,true,2001-07-25 14:18:00.000,-73.86240974746407,42.690707484320725,"Cat - Cat Interaction","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567532,true,2001-07-25 14:20:00.000,-73.8624133531429,42.69078415636544,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567531,true,2001-07-25 14:41:00.000,-73.86232270246614,42.690600805882674,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567530,true,2001-07-25 14:48:00.000,-73.86228302450326,42.69060770614678,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567529,true,2001-07-25 14:54:00.000,-73.86230146571413,42.69068083333731,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567528,true,2001-07-25 15:11:00.000,-73.86220675252457,42.690720056703796,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567527,true,2001-07-25 15:35:00.000,-73.86227615663412,42.690709759531124,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567526,true,2001-07-30 19:10:00.000,-73.8626964803806,42.69044764344431,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567525,true,2001-07-30 19:13:00.000,-73.86259148233756,42.69050864820546,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567524,true,2001-07-30 19:53:00.000,-73.8623661865298,42.69065959301518,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567523,true,2001-08-03 12:55:00.000,-73.86228289138005,42.690614999224955,"General","General","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567522,true,2001-08-07 15:39:00.000,-73.86229277759222,42.690615097429806,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567521,true,2001-08-08 13:22:00.000,-73.86294932952795,42.69067997259343,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567520,true,2001-08-08 13:27:00.000,-73.86252976946807,42.69063933453864,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567519,true,2001-08-08 13:55:00.000,-73.86231268313645,42.69060800075868,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567518,true,2001-08-14 17:50:00.000,-73.86238369442486,42.69078386177863,"General","","radio-transmitter","Felis catus","#3621066","Smokey","Cats in the Albany Pine Bush"
58567492,true,2001-05-30 14:45:00.000,-73.88576940676087,42.73681550829124,"General","-near barns","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567491,true,2001-06-08 16:46:00.000,-73.88989187113239,42.73620535647221,"General","-behind commercail bldg.","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567490,true,2001-06-09 14:48:00.000,-73.88963546238125,42.73604032371637,"General","General-under dumpster","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567489,true,2001-06-14 16:08:00.000,-73.88655292068518,42.734346742047826,"General","-inside bus in junkyard","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567488,true,2001-06-15 16:08:00.000,-73.88650015629118,42.73439404754918,"General","-inside bus in junkyard","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567487,true,2001-06-18 17:01:00.000,-73.88648806501536,42.73434611145478,"General","General-inside bus","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567486,true,2001-06-19 14:36:00.000,-73.88638441787397,42.73433555792034,"General","General-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567485,true,2001-06-21 17:24:00.000,-73.88641043341957,42.73433581089799,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567484,true,2001-06-26 07:30:00.000,-73.88635715657018,42.73441174843448,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567483,true,2001-06-26 16:50:00.000,-73.88684737305803,42.73528661349719,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567482,true,2001-06-27 05:47:00.000,-73.88647460439518,42.73437470771054,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567481,true,2001-06-28 19:01:00.000,-73.88570906324126,42.73438635286029,"Sleeping","-in basement of house","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567480,true,2001-06-29 16:20:00.000,-73.88570872147046,42.734405440923986,"General","-In Basement","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567479,true,2001-07-02 16:45:00.000,-73.88569611653035,42.734386226886656,"General","-in basement","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567478,true,2001-07-03 15:35:00.000,-73.88644910275897,42.73434573260628,"General","-in junkyard","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567477,true,2001-07-11 22:49:00.000,-73.88649706416967,42.73465562354755,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567476,true,2001-07-13 12:56:00.000,-73.88682136147632,42.734794397209356,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567475,true,2001-07-18 14:16:00.000,-73.88652719521633,42.73489014623728,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567474,true,2001-07-20 13:16:00.000,-73.88655789585,42.73503822288254,"General","General-with two kittens/nursing","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567473,true,2001-07-24 01:43:00.000,-73.88650226771588,42.73488369015858,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567472,true,2001-07-24 01:48:00.000,-73.88678058024107,42.73473861775451,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567471,true,2001-07-24 02:07:00.000,-73.88690423208128,42.73482600108712,"General","General-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567470,true,2001-07-24 02:46:00.000,-73.88700279184387,42.735387453335484,"General","General-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567469,true,2001-07-24 03:28:00.000,-73.88663104168245,42.73515591380964,"General","General-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567468,true,2001-07-24 04:25:00.000,-73.88661507844712,42.73511271293769,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567467,true,2001-07-24 05:31:00.000,-73.8867468282852,42.73521863617699,"General","General-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567466,true,2001-07-30 18:27:00.000,-73.88728535068923,42.73547638053074,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567465,true,2001-08-01 01:36:00.000,-73.88946701503252,42.736347484503455,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567464,true,2001-08-03 12:30:00.000,-73.8896910737679,42.73643592850366,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567463,true,2001-08-07 14:23:00.000,-73.88957373144284,42.73645325177356,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567462,true,2001-08-09 02:21:00.000,-73.88935590234595,42.736488061423685,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567461,true,2001-08-14 14:30:00.000,-73.88963989626704,42.73649702903809,"General","-","radio-transmitter","Felis catus","#3620751","Tiger","Cats in the Albany Pine Bush"
58567431,true,2001-06-06 15:34:00.000,-73.86465142301978,42.707584993031986,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567430,true,2001-06-06 15:39:00.000,-73.86465549958844,42.70744842140857,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567429,true,2001-06-06 15:45:00.000,-73.86456537564644,42.7075292970512,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567428,true,2001-06-06 15:58:00.000,-73.86459781806546,42.707571583883066,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567427,true,2001-06-06 16:01:00.000,-73.86455752544795,42.70752453641145,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567426,true,2001-06-06 16:27:00.000,-73.86464287043324,42.707618768579756,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567425,true,2001-06-06 16:37:00.000,-73.86454810947845,42.707518589544755,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567424,true,2001-06-06 18:17:00.000,-73.86454036003218,42.70751500060571,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567423,true,2001-06-08 02:10:00.000,-73.86332656451513,42.706721380882385,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567422,true,2001-06-08 02:28:00.000,-73.86366346059579,42.707450649989624,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567421,true,2001-06-08 02:45:00.000,-73.86404669251719,42.707628166068865,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567420,true,2001-06-08 02:52:00.000,-73.86452792614541,42.707071721200954,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567419,true,2001-06-08 02:53:00.000,-73.8645449547887,42.70746389544324,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567418,true,2001-06-13 02:20:00.000,-73.86501409639101,42.70690732862256,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567417,true,2001-06-13 03:37:00.000,-73.86471347489083,42.707496724781286,"","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567415,true,2001-06-27 05:59:00.000,-73.8646406324604,42.707440079104344,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567414,true,2001-06-27 06:02:00.000,-73.8648250255157,42.70742605740317,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567413,true,2001-06-27 06:04:00.000,-73.864633827315,42.70757896508369,"General","General","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567416,true,2001-06-28 18:19:00.000,-73.86456902835634,42.707529873588854,"General","General","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567412,true,2001-07-18 14:47:00.000,-73.86458714256328,42.70754094971581,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567411,true,2001-07-18 15:12:00.000,-73.86464544183197,42.70757817968262,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567410,true,2001-07-18 15:38:00.000,-73.86466341459474,42.707610417103226,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567409,true,2001-07-20 17:02:00.000,-73.86461159272574,42.70755947308696,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567408,true,2001-07-20 17:06:00.000,-73.86459299309217,42.70756163010074,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567407,true,2001-07-20 17:23:00.000,-73.86458099991393,42.70753629606018,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567406,true,2001-07-20 17:32:00.000,-73.86463925814792,42.707575776975254,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567405,true,2001-07-20 18:25:00.000,-73.8646541787721,42.7076079841401,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567404,true,2001-07-20 18:26:00.000,-73.86466379039113,42.70758979844509,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567403,true,2001-07-27 15:56:00.000,-73.86455634398413,42.70752236340038,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567402,true,2001-07-27 16:25:00.000,-73.86459905632881,42.70756394156244,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567401,true,2001-07-27 16:42:00.000,-73.86465735299218,42.70760801560705,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567400,true,2001-07-27 16:58:00.000,-73.86457782569758,42.707536264591134,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567399,true,2001-07-31 16:03:00.000,-73.86466997571856,42.70759211111335,"General","General","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567393,true,2001-08-09 02:51:00.000,-73.86467854101652,42.70763803354699,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567398,true,2001-08-14 16:40:00.000,-73.86456252930081,42.70752467607434,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567397,true,2001-08-14 16:51:00.000,-73.86464231028101,42.70757580723233,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567396,true,2001-08-14 16:58:00.000,-73.8646573103251,42.707610356590074,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567395,true,2001-08-14 17:01:00.000,-73.86465158449028,42.70758283333486,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
58567394,true,2001-08-14 17:20:00.000,-73.8645748145954,42.70753398338721,"General","","radio-transmitter","Felis catus","#3620366","Willie","Cats in the Albany Pine Bush"
