event-id,visible,timestamp,location-long,location-lat,behavioural-classification,comments,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
58566520,true,2001-05-10 02:00:00.000,-73.86904943155876,42.70366018273674,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566519,true,2001-05-10 02:12:00.000,-73.8686011234265,42.703785612978315,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566518,true,2001-05-10 02:15:00.000,-73.8686784843857,42.703835456688694,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566517,true,2001-05-10 02:20:00.000,-73.86886558234336,42.70365836711286,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566516,true,2001-05-10 02:25:00.000,-73.86872448264734,42.703460745478125,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566515,true,2001-05-10 02:29:00.000,-73.86866843500162,42.703313043363934,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566514,true,2001-05-10 02:35:00.000,-73.86881374162948,42.703285661300754,"Hunt","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566513,true,2001-05-10 02:42:00.000,-73.86876383111098,42.70323032535173,"Cat - Cat Interaction","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566512,true,2001-05-10 02:47:00.000,-73.86889558983735,42.70308159647425,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566511,true,2001-05-10 02:55:00.000,-73.86915802464847,42.702850407422055,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566510,true,2001-05-10 02:59:00.000,-73.86893925992396,42.703050238640735,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566509,true,2001-05-10 03:05:00.000,-73.86881568048251,42.7031788762249,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566508,true,2001-05-10 03:07:00.000,-73.8689586661585,42.70327259388968,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566507,true,2001-05-10 22:26:00.000,-73.8689809849414,42.7036170012613,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566506,true,2001-05-10 22:33:00.000,-73.86892518775768,42.70361014643742,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566505,true,2001-05-10 22:37:00.000,-73.86886134120718,42.70364986013575,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566504,true,2001-05-10 22:40:00.000,-73.86897768057962,42.70359724677095,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566503,true,2001-05-10 22:43:00.000,-73.86905784512287,42.70366080614368,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566502,true,2001-05-10 22:45:00.000,-73.86905282994698,42.703533510108606,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566501,true,2001-05-10 22:51:00.000,-73.8690238600831,42.70366308211554,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566500,true,2001-05-10 22:54:00.000,-73.86915026514305,42.703587334003565,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566499,true,2001-05-14 19:26:00.000,-73.8689821505671,42.70359314842312,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566498,true,2001-05-14 19:28:00.000,-73.86904428518373,42.70365445850587,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566497,true,2001-05-14 19:33:00.000,-73.86919074215153,42.703597369457405,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566496,true,2001-05-14 19:35:00.000,-73.86937824989485,42.70346485988387,"Hunt","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566495,true,2001-05-14 19:45:00.000,-73.86916026833313,42.70357437492235,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566494,true,2001-05-14 19:47:00.000,-73.86914230565174,42.70367604880168,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566493,true,2001-05-14 19:52:00.000,-73.86894755728564,42.70371636108529,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566492,true,2001-05-14 19:59:00.000,-73.86906752799347,42.703665494520585,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566491,true,2001-05-14 20:00:00.000,-73.8690137431465,42.70371593404827,"Hunt","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566490,true,2001-05-14 20:01:00.000,-73.86912075107384,42.703726716562684,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566489,true,2001-05-14 20:12:00.000,-73.86923428083713,42.703788534015416,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566488,true,2001-05-14 20:17:00.000,-73.8694122333482,42.70385963253004,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566487,true,2001-05-14 20:19:00.000,-73.86930600827307,42.70396043510123,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566486,true,2001-05-14 20:32:00.000,-73.86904988994242,42.70366856229889,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566485,true,2001-05-14 21:02:00.000,-73.86885315492637,42.70365689356164,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566484,true,2001-05-14 21:20:00.000,-73.86904034810429,42.70354176188837,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566483,true,2001-05-25 19:58:00.000,-73.86897144644345,42.70359763547671,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566482,true,2001-05-25 20:24:00.000,-73.86906234269796,42.703527390308224,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566481,true,2001-05-25 20:25:00.000,-73.86906186614182,42.70367471418878,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566480,true,2001-05-25 20:45:00.000,-73.86900559612323,42.703613191867454,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566479,true,2001-06-04 20:09:00.000,-73.86897636336283,42.703602546957576,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566478,true,2001-06-04 20:13:00.000,-73.8691880982825,42.70358158387691,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566477,true,2001-06-04 20:15:00.000,-73.8691471233128,42.703592255959485,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566476,true,2001-06-14 18:20:00.000,-73.86950715863682,42.70404509050069,"General","Hunt","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566475,true,2001-06-14 19:30:00.000,-73.86896919837262,42.70360040495446,"Play","Prey eaten","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566474,true,2001-06-14 19:42:00.000,-73.86934093414482,42.703960149525294,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566473,true,2001-06-14 19:50:00.000,-73.868974531593,42.70358911079997,"Hunt","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566472,true,2001-06-14 20:10:00.000,-73.8694273133957,42.70391678566759,"General","General","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566471,true,2001-06-19 21:07:00.000,-73.86946655400394,42.70392095529929,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566470,true,2001-06-19 21:14:00.000,-73.86952720354873,42.70388247046666,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566469,true,2001-06-19 21:46:00.000,-73.86939551860617,42.703973295965085,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566468,true,2001-06-19 22:04:00.000,-73.86945150711398,42.70399654230269,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566467,true,2001-06-19 22:24:00.000,-73.86951438388786,42.704023728933684,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566466,true,2001-06-19 22:26:00.000,-73.86956762530063,42.704016689906496,"General","Hunt","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566465,true,2001-06-20 01:29:00.000,-73.86901155780713,42.70362108545093,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566464,true,2001-06-21 16:45:00.000,-73.86939853325545,42.70390137246406,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566463,true,2001-06-21 16:55:00.000,-73.86915741934149,42.70360352433597,"General","Inside House","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566462,true,2001-06-26 03:48:00.000,-73.86905273205682,42.70366669922709,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566461,true,2001-06-26 04:46:00.000,-73.86886130218821,42.7035242342141,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566460,true,2001-06-26 04:48:00.000,-73.86812767375218,42.703238268627125,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566459,true,2001-06-26 04:56:00.000,-73.86832448732369,42.70307748568257,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566458,true,2001-06-26 04:59:00.000,-73.86851484184051,42.702909254140884,"General","General","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566457,true,2001-06-29 19:29:00.000,-73.8693052068028,42.70341929181669,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566456,true,2001-06-29 19:30:00.000,-73.86939459334442,42.703445659581654,"General","General","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566455,true,2001-07-02 23:39:00.000,-73.86903808598376,42.70366637449108,"Cat - Cat Interaction","Interaction  with Mookie","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566454,true,2001-07-02 23:50:00.000,-73.86902252948958,42.70371620092244,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566453,true,2001-07-02 23:51:00.000,-73.8690928549381,42.703776961483406,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566452,true,2001-07-02 23:55:00.000,-73.86898952660114,42.70362401978272,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566451,true,2001-07-02 23:57:00.000,-73.86881926656167,42.70377489000493,"Cat - Human Interaction","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566450,true,2001-07-12 20:20:00.000,-73.86916240754098,42.70359105606203,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566449,true,2001-07-27 13:37:00.000,-73.86904545186164,42.70352965497715,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566448,true,2001-07-27 13:56:00.000,-73.86896918581185,42.703594371202506,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566447,true,2001-07-27 14:26:00.000,-73.8689593099775,42.70370792200687,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566446,true,2001-07-27 14:29:00.000,-73.86915399025276,42.70375207982048,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566445,true,2001-07-27 14:33:00.000,-73.86921454340718,42.70378617784261,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566444,true,2001-07-27 14:37:00.000,-73.86889740308841,42.703963604716876,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566443,true,2001-07-27 14:39:00.000,-73.86863174729548,42.70402221756901,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566442,true,2001-07-27 14:50:00.000,-73.8684301633963,42.70392116649627,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566441,true,2001-07-31 13:42:00.000,-73.8690894933287,42.703498030593984,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566440,true,2001-07-31 13:45:00.000,-73.86917259342839,42.703594938909454,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566439,true,2001-07-31 13:47:00.000,-73.86941062959154,42.70353758306658,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566438,true,2001-08-09 03:02:00.000,-73.86906251256208,42.70349785422453,"General","","radio-transmitter","Felis catus","#3616741","Billy","Cats in the Albany Pine Bush"
58566965,true,2001-06-22 16:55:00.000,-73.88141570999595,42.70019089835117,"11:55","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566964,true,2001-06-22 17:03:00.000,-73.88234362197636,42.70068066672322,"12:03","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566963,true,2001-06-22 17:11:00.000,-73.88246480288682,42.70068392046549,"12:11","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566962,true,2001-06-22 17:45:00.000,-73.8823866439849,42.70063732019677,"12:45","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566961,true,2001-06-22 17:55:00.000,-73.88234485428774,42.70061196737402,"12:55","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566960,true,2001-06-22 18:00:00.000,-73.88219579342271,42.70042734234965,"13:00","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566959,true,2001-06-22 18:05:00.000,-73.88197161998944,42.70049593684114,"13:05","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566958,true,2001-06-22 18:07:00.000,-73.88216730422688,42.70059978830366,"13:07","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566957,true,2001-06-22 18:09:00.000,-73.88195458661421,42.70050621685271,"13:09","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566956,true,2001-07-02 17:15:00.000,-73.88177389944421,42.70003617083821,"12:15","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566955,true,2001-07-02 17:19:00.000,-73.88185652611622,42.70015350771932,"12:19","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566954,true,2001-07-02 17:28:00.000,-73.8823857388173,42.70053122748381,"12:28","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566953,true,2001-07-02 17:32:00.000,-73.88242321965939,42.700483684375484,"12:32","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566952,true,2001-07-11 21:07:00.000,-73.88232970089238,42.700599121850864,"16:07","unknown prey","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566951,true,2001-07-11 21:08:00.000,-73.88241980087551,42.70052453563513,"16:08","General","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566950,true,2001-07-13 13:38:00.000,-73.882428121833,42.70051669205823,"08:38","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566949,true,2001-07-13 13:56:00.000,-73.882211845315,42.700417322885606,"08:56","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566948,true,2001-07-13 13:59:00.000,-73.88213882153485,42.70043840329053,"08:59","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566947,true,2001-07-13 14:02:00.000,-73.88221191638667,42.70041336119314,"09:02","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566946,true,2001-07-13 14:03:00.000,-73.88230608492931,42.70041824260378,"09:03","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566945,true,2001-07-13 14:06:00.000,-73.88229854139348,42.70053929192454,"09:06","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566944,true,2001-07-13 14:09:00.000,-73.88228413856162,42.7005866999984,"09:09","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566943,true,2001-07-13 14:10:00.000,-73.88235984806074,42.70056564571009,"09:10","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566942,true,2001-07-13 14:12:00.000,-73.8823774158726,42.70064128258638,"09:12","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566941,true,2001-07-13 14:14:00.000,-73.88240272641504,42.70057795128776,"09:14","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566940,true,2001-07-13 14:17:00.000,-73.88238088475825,42.700597640136735,"09:17","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566939,true,2001-07-13 14:22:00.000,-73.88225954020258,42.70061032430703,"09:22","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566938,true,2001-07-13 14:24:00.000,-73.88231637952693,42.70059304827127,"09:24","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566937,true,2001-07-13 14:29:00.000,-73.88232153751643,42.70060498576526,"09:29","unknown prey","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566936,true,2001-07-13 14:34:00.000,-73.88225774458965,42.70056068690375,"09:34","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566935,true,2001-07-13 14:37:00.000,-73.88221379858294,42.70060789669603,"09:37","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566934,true,2001-07-13 14:43:00.000,-73.88223512111688,42.70062395434072,"09:43","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566933,true,2001-07-13 15:07:00.000,-73.88232840429082,42.70052166256173,"10:07","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566932,true,2001-07-13 15:14:00.000,-73.88240873713464,42.70054234846655,"10:14","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566931,true,2001-07-13 15:29:00.000,-73.88241492710938,42.700496751374544,"10:29","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566930,true,2001-07-13 15:31:00.000,-73.88255430813736,42.70037698842987,"10:31","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566929,true,2001-07-13 15:36:00.000,-73.88258722720634,42.70034552046547,"10:36","gray squirrel","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566928,true,2001-07-13 15:38:00.000,-73.88241722187422,42.700518566890224,"10:38","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566927,true,2001-07-13 15:41:00.000,-73.88253936572622,42.70061107368967,"10:41","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566926,true,2001-07-13 15:44:00.000,-73.88254441718352,42.70062895371324,"10:44","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566925,true,2001-07-13 15:49:00.000,-73.88253274951798,42.700680440944765,"10:49","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566924,true,2001-07-13 15:53:00.000,-73.88246244504239,42.70069965694821,"10:53","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566923,true,2001-07-13 15:57:00.000,-73.88239456304866,42.700583815207494,"10:57","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566922,true,2001-07-13 16:00:00.000,-73.88233557114266,42.7005713523807,"11:00","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566921,true,2001-07-13 16:02:00.000,-73.88235154256569,42.70057943301184,"11:02","mole sp.","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566920,true,2001-07-13 16:14:00.000,-73.88227739815606,42.700513240021905,"11:14","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566919,true,2001-07-13 16:16:00.000,-73.88241715081536,42.70052252858289,"11:16","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566918,true,2001-07-18 19:18:00.000,-73.88232493537379,42.700565305009974,"14:18","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566917,true,2001-07-18 19:20:00.000,-73.88241428757814,42.70053240660858,"14:20","General","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566916,true,2001-07-25 15:43:00.000,-73.88213907030206,42.70042453736728,"10:43","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566915,true,2001-07-25 15:50:00.000,-73.88246470753471,42.70042375286962,"10:50","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566914,true,2001-07-25 15:53:00.000,-73.88235769705513,42.70053581677004,"10:53","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566913,true,2001-07-25 15:56:00.000,-73.88229532711712,42.700412194039174,"10:56","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566912,true,2001-07-25 16:02:00.000,-73.88238682604656,42.70056590897108,"11:02","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566911,true,2001-07-25 16:14:00.000,-73.88241375301958,42.700562209341896,"11:14","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566910,true,2001-07-25 16:22:00.000,-73.88234709682172,42.700527788555085,"11:22","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566909,true,2001-07-25 16:44:00.000,-73.88241170857708,42.70052643786357,"11:44","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566908,true,2001-07-27 02:46:00.000,-73.88169187382827,42.70044997962452,"21:46","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566907,true,2001-07-27 02:55:00.000,-73.88156139036806,42.70037324002577,"21:55","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566906,true,2001-07-27 03:28:00.000,-73.88212512302066,42.70060306882371,"22:28","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566905,true,2001-07-27 03:51:00.000,-73.88213926336695,42.70056349292603,"22:51","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566904,true,2001-07-27 04:05:00.000,-73.88239966791278,42.700448963787004,"23:05","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566903,true,2001-07-27 04:10:00.000,-73.88242534970064,42.70051468381503,"23:10","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566902,true,2001-07-27 04:17:00.000,-73.88248590800018,42.70043980927701,"23:17","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566901,true,2001-07-27 04:21:00.000,-73.88242316313568,42.700486835721954,"23:21","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566900,true,2001-07-27 04:57:00.000,-73.88243621412968,42.70051478982862,"23:57","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566899,true,2001-08-03 14:25:00.000,-73.88242938302945,42.700596132194065,"09:25","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566898,true,2001-08-03 14:27:00.000,-73.88232306864445,42.7005196292993,"09:27","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58566897,true,2001-08-03 14:30:00.000,-73.88243084295127,42.700514737417535,"09:30","","radio-transmitter","Felis catus","#3617461","Charlie","Cats in the Albany Pine Bush"
58567242,true,2001-06-27 06:40:00.000,-73.86231631424037,42.69059632976482,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567241,true,2001-06-27 06:48:00.000,-73.86248979845722,42.69070242586428,"Cat - Human Interaction",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567240,true,2001-06-27 06:51:00.000,-73.86238946841395,42.69072835561061,"Cat - Cat Interaction",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567239,true,2001-06-27 07:24:00.000,-73.86228711346169,42.69061107877474,"Cat - Human Interaction",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567238,true,2001-07-02 18:27:00.000,-73.86164714270316,42.690614265581296,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567237,true,2001-07-02 18:40:00.000,-73.86230882995926,42.6901503063716,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567236,true,2001-07-11 22:22:00.000,-73.86254017736908,42.690336585190224,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567235,true,2001-07-13 18:17:00.000,-73.86242016612161,42.69067841020115,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567234,true,2001-07-13 18:19:00.000,-73.86231749783472,42.69061174081187,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567233,true,2001-07-18 20:16:00.000,-73.86231008647083,42.69075026080166,"Cat - Human Interaction",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567232,true,2001-07-18 20:19:00.000,-73.8623063477994,42.690680881832904,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567231,true,2001-07-18 20:21:00.000,-73.86228783919971,42.69061144620119,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567230,true,2001-07-20 14:43:00.000,-73.86218122267809,42.690493586610636,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567229,true,2001-07-20 15:09:00.000,-73.86228289138005,42.690614999224955,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
58567228,true,2001-07-20 15:31:00.000,-73.8623567653903,42.6906340140615,"General",,"radio-transmitter","Felis catus","#3619237","Dog","Cats in the Albany Pine Bush"
